display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
Anthony Prior,Anthony,Prior,1970-03-27,,DB,25,71,185,OAK,,,
Anthony Pudewell,Anthony,Pudewell,,,TE,,76,250,JAX,,,
Anthony Rashad White,Anthony Rashad,White,,,DT,69,74,320,NE,,,
Anthony Ratliff-Williams,Anthony,Ratliff-Williams,1997-06-17,North Carolina,WR,82,71,195,SEA,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bnauzpdagoflqy3wlep6",
Anthony Redmon,Anthony,Redmon,1971-04-09,,G,61,77,308,ATL,,,
Anthony Richardson,Anthony,Richardson,2002-05-22,Florida,QB,5,76,232,IND,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/areyvihumylqo7y2ehk2",1
Anthony Rodgers,Anthony,Rodgers,1973-12-11,,WR,17,75,190,LAC,,,
Anthony Rush,Anthony,Rush,1996-09-01,Alabama-Birmingham,DT,94,77,350,DAL,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gzp89ixndmimaowwzbtp",
Anthony Santella,Anthony,Santella,,,P,9,74,190,CAR,,,
Anthony Sao,Anthony,Sao,,MidAmerica Nazarene,DB,37,73,200,ATL,,,
Anthony Sarao,Anthony,Sarao,,,ILB,47,71,233,IND,,,
Anthony Schlegel,Anthony,Schlegel,1981-03-01,,MLB,56,73,251,CIN,,,
Anthony Schwartz,Anthony,Schwartz,2000-09-05,Auburn,WR,84,72,179,MIA,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqrxhwwlgpjkb6w8edgo",3
Anthony Sessions,Anthony,Sessions,1979-02-16,,LB,58,72,217,WAS,,,
Anthony Shelton,Anthony,Shelton,1967-09-04,,DB,,73,195,LAC,,,
Anthony Sherman,Anthony,Sherman,1988-12-11,Connecticut,RB,42,70,242,KC,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibmfpy4ztgmqfwtood5x",5
Anthony Sherrell,Anthony,Sherrell,1983-08-13,,RB,,69,193,DET,,,
Anthony Simmons,Anthony,Simmons,1976-06-20,,OLB,51,72,240,SEA,,,
Anthony Smith,Anthony,Smith,1983-09-20,,DB,25,72,200,TEN,,,
Anthony Spencer,Anthony,Spencer,1984-01-23,,LB,99,75,265,NO,,,
Anthony Steen,Anthony,Steen,1990-05-09,Alabama,OG,65,76,320,MIA,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecynusqmxwxoevhp5lri",
Anthony Stubbs,Anthony,Stubbs,1996-08-09,Prairie View A&M,LB,90,72,220,CLE,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fntd7pervubtn7lgv65x",
Anthony Thomas,Anthony,Thomas,1977-11-07,,RB,28,74,221,BUF,,,
Anthony Toribio,Anthony,Toribio,1985-03-01,,DT,98,73,315,KC,,,
Anthony Trucks,Anthony,Trucks,,,LB,48,73,230,PIT,,,
Anthony Walker,Anthony,Walker,1995-08-08,Northwestern,MLB,6,73,230,MIA,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0zs0cfqze82te05sqi3",5
Anthony Wallace,Anthony,Wallace,1969-07-08,,RB,,72,190,ATL,,,
Anthony Walters,Anthony,Walters,1988-09-19,,DB,45,73,207,ARI,,,
Anthony Waters,Anthony,Waters,1984-07-25,,LB,59,75,238,NO,,,
Anthony Weaver,Anthony,Weaver,1980-07-28,,DT,98,75,274,HOU,,,
Anthony West,Anthony,West,,,DB,45,72,205,SF,,,
Anthony White,Anthony,White,,,RB,30,72,195,ARI,,,
Anthony Winbush,Anthony,Winbush,1994-12-18,Ball State,LB,56,73,207,IND,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rvvhovjeniy8cviwfjgc",
Anthony Wint,Anthony,Wint,1995-09-14,Florida International,LB,52,72,224,NYJ,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kxma0onchwwikialfyrz",
Anthony Witherstone,Anthony,Witherstone,,Merrimack,CB,42,74,190,KC,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqkddty7a8r18yau1wj3",
Anthony Wright,Anthony,Wright,1976-02-14,,QB,2,73,211,NYG,,,
Anthony Zettel,Anthony,Zettel,1992-08-09,Penn State,DT,69,76,275,SF,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmjd384t7udknz96hxqg",6
Antico Dalton,Antico,Dalton,1975-12-31,,LB,93,73,240,NE,,,
Antoine Bagwell,Antoine,Bagwell,,,RB,33,71,190,LA,,,
Antoine Bennett,Antoine,Bennett,1967-11-29,,CB,,71,185,CIN,,,
Antoine Bethea,Antoine,Bethea,1984-07-27,Howard,FS,41,71,201,NYG,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xirozqwhvfycz5m830yf",6
Antoine Brooks,Antoine,Brooks,1997-10-28,Maryland,DB,39,71,215,LA,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wphqpvexhen7vk9kbiqt",6
Antoine Caldwell,Antoine,Caldwell,1986-04-19,,OG,73,75,315,JAX,,,
Antoine Cash,Antoine,Cash,1982-03-05,,LB,50,73,225,TB,,,
Antoine Cason,Antoine,Cason,1986-07-09,,CB,23,73,195,BAL,,,
Antoine Everett,Antoine,Everett,,,G,67,75,325,PIT,,,
Antoine Green,Antoine,Green,1999-11-15,North Carolina,WR,18,74,200,DET,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x5jwwdjpwiwe5sdtjzsd",7
Antoine Harris,Antoine,Harris,1982-04-08,,DB,41,70,205,PHI,,,
Antoine Holmes,Antoine,Holmes,,,DT,,74,289,WAS,,,
Antoine McClain,Antoine,McClain,1989-12-06,,G,60,77,336,ARI,,,
Antoine Simpson,Antoine,Simpson,1976-12-07,,DT,93,74,310,LAC,,,
Antoine Thompson,Antoine,Thompson,,,DB,,71,195,LA,,,
Antoine Wesley,Antoine,Wesley,1997-10-22,Texas Tech,WR,13,76,206,LV,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvjkexq50bd0ik1get4",
Antoine Winfield,Antoine,Winfield,1998-08-16,Minnesota,FS,31,69,205,TB,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ljw68n2jwngfvfzjozr5",2
Antoine Winfield,Antoine,Winfield,1977-06-24,,CB,21,69,180,SEA,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j3pr0ux21raq4puplowd",
Antoineo Harris,Antoineo,Harris,,,RB,25,71,225,LAC,,,
Anton Harrison,Anton,Harrison,2002-02-02,Oklahoma,T,77,77,315,JAX,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ez7yq5xihio1e1stxfwi",1
Anton Palepoi,Anton,Palepoi,1978-11-19,,DE,72,76,297,NO,,,
Antone Davis,Antone,Davis,1967-02-28,,T,76,76,330,ATL,,,
Antone Exum,Antone,Exum,1991-02-27,Virginia Tech,FS,38,72,219,SF,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmd6gb12tpwhqfmebdgc",6
Antone Smith,Antone,Smith,1985-09-17,Florida State,RB,30,69,192,TB,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m45j6r43nwv5bsy0ooyo",
Antonio Allen,Antonio,Allen,1988-09-23,South Carolina,DB,39,73,210,NYJ,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvjllxf9ig93mh3zakdj",
Antonio Anderson,Antonio,Anderson,1973-06-04,,DE,96,78,311,DAL,,,
Antonio Andrews,Antonio,Andrews,1992-08-17,Western Kentucky,RB,26,70,225,TEN,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wwy4g14dflaelkretfzv",
Antonio Armstrong,Antonio,Armstrong,1973-10-15,,LB,,73,285,MIA,,,
Antonio Baker,Antonio,Baker,,,DB,37,71,210,HOU,,,
Antonio Banks,Antonio,Banks,1973-03-12,,CB,30,70,204,MIN,,,
Antonio Brown,Antonio,Brown,1978-03-03,,WR,82,70,172,WAS,,,
Antonio Brown,Antonio,Brown,1988-07-10,Central Michigan,WR,81,70,185,TB,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecxsx9t7bfg42bgfwj3v",6
Antonio Bryant,Antonio,Bryant,1981-03-09,,WR,81,73,211,CIN,,,
Antonio Callaway,Antonio,Callaway,1997-01-09,Florida,WR,80,71,200,DAL,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qebxtrpadsvtqkgvfy2u",4
Antonio Chatman,Antonio,Chatman,1979-02-12,,WR,83,68,185,CIN,,,
Antonio Cochran,Antonio,Cochran,1976-06-21,,DE,94,76,299,ARI,,,
Antonio Coleman,Antonio,Coleman,1986-09-01,,LB,57,73,254,ARI,,,
Antonio Crawford,Antonio,Crawford,1994-02-02,West Virginia,DB,0,70,185,PIT,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmxenvffdkqtuhbk4x4m",
Antonio Cromartie,Antonio,Cromartie,1984-04-15,,CB,31,74,210,IND,,,
Antonio Dennard,Antonio,Dennard,,,CB,35,71,190,GB,,,
Antonio Dingle,Antonio,Dingle,1976-10-07,,DT,74,73,315,CAR,,,
Antonio Dixon,Antonio,Dixon,1985-07-17,,DT,90,75,325,PHI,,,
Antonio Edwards,Antonio,Edwards,1970-03-10,,DE,96,75,271,CAR,,,
Antonio Fenelus,Antonio,Fenelus,,,CB,29,69,190,IND,,,
Antonio Freeman,Antonio,Freeman,1972-05-27,,WR,86,73,198,GB,,,
Antonio Gandy-Golden,Antonio,Gandy-Golden,1998-04-11,Liberty,WR,18,76,220,WAS,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cudxhx7a5uqtedmlwtvg",4
Antonio Garay,Antonio,Garay,1979-11-30,,DE,71,76,320,NYJ,,,
Antonio Garcia,Antonio,Garcia,1993-12-10,Troy,OT,79,79,302,MIA,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/molj08hp7xmg5o9vefjl",3
Antonio Gates,Antonio,Gates,1980-06-18,Kent State,TE,85,76,255,LAC,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",
Antonio Gibson,Antonio,Gibson,1998-06-23,Memphis,RB,4,74,221,NE,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",3
Antonio Glover,Antonio,Glover,,,DB,38,73,190,DEN,,,
Antonio Goss,Antonio,Goss,1966-08-11,,LB,50,76,228,LA,,,
Antonio Grier,Antonio,Grier,2000-01-18,Arkansas,ILB,48,73,230,TB,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gb0t5vmnftjccrsq29gq",
Antonio Hamilton,Antonio,Hamilton,1993-01-24,South Carolina State,CB,33,72,190,ATL,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vr67l0o3rl37elhaulrf",
Antonio Johnson,Antonio,Johnson,2001-10-29,Texas A&amp;M,FS,26,75,195,JAX,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tjsf0gcjadctiutzrg6y",5
Antonio Johnson,Antonio,Johnson,1984-12-08,,DT,98,75,305,NE,,,
Antonio Johnson,Antonio,Johnson,,,T,,78,307,DAL,,,
Antonio Langham,Antonio,Langham,1972-07-31,,DB,38,72,190,NE,,,
Antonio London,Antonio,London,1971-04-14,,LB,57,74,238,GB,,,
Antonio Malone,Antonio,Malone,,,CB,46,72,187,GB,,,
Antonio Morrison,Antonio,Morrison,1994-12-06,Florida,ILB,44,73,241,GB,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d424jomnnjoya26p8neh",4
Antonio Moultrie,Antonio,Moultrie,,Miami,DT,64,77,265,GB,,,
Antonio Nunn,Antonio,Nunn,,Buffalo,WR,86,71,200,ATL,,,
Antonio Ortiz,Antonio,Ortiz,,Texas Christian,LS,43,76,245,CHI,,,
Antonio Perkins,Antonio,Perkins,1982-01-09,,DB,33,71,194,IND,,,
Antonio Phillips,Antonio,Phillips,1998-12-09,Ball State,CB,29,71,187,HOU,,,
Antonio Pierce,Antonio,Pierce,1978-10-26,,MLB,58,73,238,NYG,,,
Antonio Pittman,Antonio,Pittman,1985-12-19,,RB,25,71,195,LA,,,
Antonio Richardson,Antonio,Richardson,,,T,78,78,300,MIN,,,
Antonio Robinson,Antonio,Robinson,,,WR,17,73,195,GB,,,
Antonio Simmons,Antonio,Simmons,1996-02-10,Georgia Tech,DE,69,75,246,DEN,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihocpbdd8leqjip159dh",
Antonio Smith,Antonio,Smith,,,DB,,69,192,CIN,,,
Antonio Smith,Antonio,Smith,1981-10-21,Oklahoma State,DE,94,75,290,HOU,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vn71m9jwu5uxmfllobfb",
Antonio Valentino,Antonio,Valentino,,Florida,DT,76,75,312,SEA,,,
Antonio Williams,Antonio,Williams,1997-10-22,North Carolina,RB,21,71,210,NYG,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrv5bhws8lzbwqernv6s",
Antonio Wilson,Antonio,Wilson,1977-12-29,,LB,59,74,247,MIN,,,
Antony Auclair,Antony,Auclair,1993-05-28,"Laval, Can.",TE,83,78,256,TEN,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkktgjw9l0ntyfiobegs",
Antony Jordan,Antony,Jordan,1974-12-19,,LB,55,75,235,ATL,,,
Antowain Smith,Antowain,Smith,1972-03-14,,RB,32,74,232,HOU,,,
Antrel Rolle,Antrel,Rolle,1982-12-16,Miami (Fla.),SS,26,72,206,CHI,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/issrtvdibba1d0c1msjb",
Anttaj Hawthorne,Anttaj,Hawthorne,1981-11-15,,DT,77,75,310,OAK,,,
Antuan Edwards,Antuan,Edwards,1977-05-26,,DB,,73,210,WAS,,,
Antwaan Randle El,Antwaan,Randle El,1979-08-17,,RB,82,70,185,PIT,,,
Antwain Spann,Antwain,Spann,1983-02-22,,DB,41,72,200,DEN,,,
Antwan Applewhite,Antwan,Applewhite,1985-12-31,,LB,93,75,270,MIA,,,
Antwan Barnes,Antwan,Barnes,1984-10-19,,LB,95,73,251,NYJ,,,
Antwan Goodley,Antwan,Goodley,1991-09-06,Baylor,WR,14,70,212,KC,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fugodbnsje8wkydiqwgk",
Antwan Harris,Antwan,Harris,1977-05-29,,DB,45,69,194,CLE,,,
Antwan Lake,Antwan,Lake,1979-07-10,,DT,96,76,308,NO,,,
Antwan Odom,Antwan,Odom,1981-09-24,,DE,98,77,275,CIN,,,
Antwan Peek,Antwan,Peek,1979-10-29,,OLB,56,75,250,CLE,,,
Antwane Grant,Antwane,Grant,,,WR,82,72,202,CIN,,,
Antwaun Molden,Antwaun,Molden,1985-01-23,,DB,36,73,198,JAX,,,
Antwaun Woods,Antwaun,Woods,1993-01-03,Southern California,DT,92,73,318,ARI,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qdd3dcj1cukyqvxzn1zx",
Antwaune Ponds,Antwaune,Ponds,1975-06-29,,LB,51,74,252,WAS,,,
Antwione Williams,Antwione,Williams,1993-05-26,Georgia Southern,LB,49,75,250,CAR,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgse077weja4a0rpeuer",5
Antwoine Womack,Antwoine,Womack,,,RB,42,71,225,NYG,,,
Antwon Bailey,Antwon,Bailey,,,RB,34,67,195,WAS,,,
Antwon Burton,Antwon,Burton,1983-07-11,,DT,78,74,325,CAR,,,
Antwuan Davis,Antwuan,Davis,1995-05-14,Texas,CB,49,71,196,OAK,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v1nfpr9geoxhccp3cup8",
Antwuan Jackson,Antwuan,Jackson,,Ohio State,DE,69,74,300,CAR,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rebfazfbnvetjm8kk62g",
Antwuan Reed,Antwuan,Reed,,,CB,34,70,190,CLE,,,
Antwuan Wyatt,Antwuan,Wyatt,1975-07-18,,WR,16,70,193,PHI,,,
Anwar Phillips,Anwar,Phillips,1982-10-25,,CB,24,72,187,BAL,,,
Aqib Talib,Aqib,Talib,1986-02-13,Kansas,CB,21,73,209,MIA,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yxot5c0z1duos6w3wunm",1
Ar'Darius Washington,Ar'Darius,Washington,1999-11-02,Texas Christian,FS,29,68,178,BAL,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ptjh8ufk5zfpdc0yrpeq",
ArDarius Stewart,ArDarius,Stewart,1993-12-08,Alabama,WR,18,72,205,WAS,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/veeghpn7eg95a4yfr0uk",3
Arceto Clark,Arceto,Clark,,,WR,14,70,180,SEA,,,
Archie Donald,Archie,Donald,,,LB,50,74,244,CLE,,,
Arden Key,Arden,Key,1996-05-03,Louisiana State,OLB,49,77,240,TEN,OAK,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xxdj5ryrs3vlp7ubhbye",3
Arian Foster,Arian,Foster,1986-08-24,,RB,29,73,227,MIA,,,
Aric Morris,Aric,Morris,1977-07-22,,DB,29,70,210,NE,,,
Arie Kouandjio,Arie,Kouandjio,1992-04-23,Alabama,G,60,77,316,WAS,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kne3ws6o6ba3riqpsdfa",4
Ariel Solomon,Ariel,Solomon,1968-07-16,,T,69,77,290,MIN,,,
Arik Armstead,Arik,Armstead,1993-11-15,Oregon,DE,91,79,292,JAX,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ra0eag1wqgvw1nzbpy4a",1
Arjen Colquhoun,Arjen,Colquhoun,,,DB,36,72,200,DAL,,,
Arkee Whitlock,Arkee,Whitlock,,,RB,,69,195,MIN,,,
Arland Bruce,Arland,Bruce,1977-11-23,,WR,19,70,190,SF,,,
Arlen Harris,Arlen,Harris,1980-04-22,,RB,,70,212,ATL,,,
Arlington Hambright,Arlington,Hambright,1996-01-30,Colorado,G,64,77,300,TEN,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yifchvo3ij5wbrquegqx",7
Arliss Beach,Arliss,Beach,,,RB,,70,219,HOU,,,
Armagedon Draughn,Armagedon,Draughn,1994-04-06,Albany State (Ga.),DB,0,76,191,NYJ,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rfo4pzqui4cyguouwr2a",
Armahd Lewis,Armahd,Lewis,,,WR,16,69,171,TB,,,
Armand Robinson,Armand,Robinson,,,WR,14,73,199,PIT,,,
Armando Allen,Armando,Allen,1989-04-30,,RB,25,68,190,CHI,,,
Armani Marsh,Armani,Marsh,1999-02-17,Washington State,CB,38,70,188,TEN,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qghup9fst23viqjm3x8h",
Armani Rogers,Armani,Rogers,1997-12-04,Ohio,TE,88,77,227,BUF,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g6lmbmhaju4jkhkcbk8u",
Armani Taylor-Prioleau,Armani,Taylor-Prioleau,1997-04-29,South Carolina State,T,79,81,294,WAS,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgbitmx3vgz5dd1ratfq",
Armani Watts,Armani,Watts,1996-03-19,Texas A&amp;M,SS,36,71,205,IND,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/np3vihxiadvwg5x2ljdl",4
Armanti Edwards,Armanti,Edwards,1988-03-08,,WR,80,71,190,CHI,,,
Armegis Spearman,Armegis,Spearman,1978-04-05,,LB,59,74,258,HOU,,,
Armon Binns,Armon,Binns,1989-09-08,,WR,,75,211,KC,,,
Armon Hatcher,Armon,Hatcher,1976-07-15,,DB,29,72,212,LAC,,,
Armon Watts,Armon,Watts,1996-07-22,Arkansas,NT,96,77,295,NYG,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3aiaywwfngkhwcqtcdm",6
Armon Williams,Armon,Williams,1973-08-13,,DB,42,73,221,TEN,,,
Armond Armstead,Armond,Armstead,,,DE,97,77,298,NE,,,
Armond Smith,Armond,Smith,1986-05-07,,RB,,69,195,CAR,,,
Armonty Bryant,Armonty,Bryant,1990-05-20,East Central (OK),DE,95,76,265,OAK,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/phevxwxhlwxv2ngufopj",7
Arnaz Battle,Arnaz,Battle,1980-02-22,,WR,81,73,208,PIT,,,
Arnold Ale,Arnold,Ale,1970-06-17,,LB,57,74,230,LAC,,,
Arnold Ebiketie,Arnold,Ebiketie,1999-01-23,Penn State,OLB,17,75,256,ATL,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqgcmucimktsyc0eapao",2
Arnold Harrison,Arnold,Harrison,1982-09-20,,LB,94,75,241,CLE,,,
Arnold Jackson,Arnold,Jackson,1977-04-09,,WR,84,68,173,ARI,,,
Arnold Mickens,Arnold,Mickens,1972-10-12,,RB,27,71,220,IND,,,
Arnold Miller,Arnold,Miller,1975-01-03,,DE,98,75,239,CLE,,,
Arnold Parker,Arnold,Parker,,,DB,31,74,210,SEA,,,
Arnold Tarpley,Arnold,Tarpley,1996-06-18,Vanderbilt,DB,38,73,203,ATL,,,
Aron Cruickshank,Aron,Cruickshank,,Rutgers,WR,84,70,170,PIT,,,
Aron White,Aron,White,,,TE,49,76,239,ATL,,,
Arquon Bush,Arquon,Bush,,Cincinnati,CB,24,72,198,SEA,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jbmehcx0la2dijfe8xiv",
Arrelious Benn,Arrelious,Benn,1988-09-08,Illinois,WR,17,74,228,JAX,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrdtswjobu20gukdl2cp",2
Arrion Springs,Arrion,Springs,1995-09-19,Oregon,DB,39,70,208,LAC,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etbwz2f0ps2fjsol6rvs",
Arron Mosby,Arron,Mosby,1999-04-13,Fresno State,DE,53,75,230,GB,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sub2rfbfzebhuxzlt2jd",
Arron Sears,Arron,Sears,1984-10-25,,OT,,75,319,TB,,,
Arryn Siposs,Arryn,Siposs,1992-11-25,Auburn,P,10,74,212,PHI,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyrhamalmegp65bluphn",
Art Green,Art,Green,2000-04-29,Houston,CB,35,74,200,NYG,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i34yjdehrdokczx5kwya",
Art Monk,Art,Monk,1957-12-05,,WR,,75,210,PHI,,,
Artavis Pierce,Artavis,Pierce,1996-05-17,Oregon State,RB,31,71,208,CLE,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yyb62mnfyphbutq3hpy7",
Artavis Scott,Artavis,Scott,1994-10-12,Clemson,WR,1,71,195,HOU,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxio5zyk8qbjkfxh7hfb",
Artayvious Lynn,Artayvious,Lynn,,Texas Christian,TE,49,78,258,DAL,,,
Arther Love,Arther,Love,1977-09-18,,TE,48,76,250,NE,,,
Arthur Brown,Arthur,Brown,1990-06-17,Kansas State,LB,42,72,240,SEA,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vkdjou1tnrmctxq703rw",2
Arthur Cox,Arthur,Cox,1961-02-05,,TE,,75,245,CLE,,,
Arthur Hobbs,Arthur,Hobbs,,,CB,,70,190,LAC,,,
Arthur Jones,Arthur,Jones,1986-06-03,Syracuse,DT,96,75,320,WAS,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvwlw5esczobpo8xanne",5
Arthur Lynch,Arthur,Lynch,,,TE,48,77,252,ATL,,,
Arthur Marshall,Arthur,Marshall,1969-04-29,,WR,12,71,186,NYG,,,
Arthur Maulet,Arthur,Maulet,1993-07-13,Memphis,CB,10,70,190,BAL,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yes3epodpjvubtvfoy7e",
Arthur Miley,Arthur,Miley,1993-03-03,Southern University,DE,76,78,270,IND,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/brgfxblt5ospauo8gqid",
Arthur Moats,Arthur,Moats,1988-03-14,James Madison,DE,93,72,246,ARI,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e8poi1eiwekisknibttd",6
Arthur Paul,Arthur,Paul,1968-08-23,,DT,,78,294,LAC,,,
Artie Burns,Artie,Burns,1995-05-01,Miami,CB,23,72,197,SEA,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nxzudhrs9uippsvtzzvm",1
Artie Smith,Artie,Smith,1970-05-15,,DE,93,77,305,DAL,,,
Artie Ulmer,Artie,Ulmer,1973-07-30,,LB,54,75,247,ATL,,,
Artis Ford,Artis,Ford,1971-09-30,,DT,,75,275,CIN,,,
Artis Hicks,Artis,Hicks,1978-11-28,,T,73,76,312,MIA,,,
Artose Pinner,Artose,Pinner,1978-01-05,,RB,44,70,232,DET,,,
Artrell Hawkins,Artrell,Hawkins,1976-11-24,,FS,25,70,195,NE,,,
Arturo Freeman,Arturo,Freeman,1976-10-27,,DB,25,73,210,NE,,,
Arturo Uzdavinis,Arturo,Uzdavinis,1992-11-02,Tulane,OT,65,79,305,IND,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iae9hacfparjfnwvfnwc",
Asa Jackson,Asa,Jackson,1989-12-02,Cal Poly-S.L.O.,DB,30,70,183,SF,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsllahfd4ilqlozs2ngd",5
Asa Watson,Asa,Watson,,,TE,45,75,240,DAL,,,
Asantay Brown,Asantay,Brown,1995-02-03,Western Michigan,LB,50,72,215,PHI,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gx24sy5xfgainm1wovjg",
Asante Cleveland,Asante,Cleveland,1992-03-21,Miami (Fla.),TE,45,77,260,LAC,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jla4z1dsbqt6t2khi1t1",
Asante Samuel,Asante,Samuel,1981-01-06,,CB,22,70,185,ATL,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqygopl6iavrbrgjtvlk",
Asante Samuel,Asante,Samuel,1999-10-03,Florida State,CB,26,70,180,LAC,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrnnoumk2vtrx9yhqs6n",2
Asaph Schwapp,Asaph,Schwapp,,,FB,45,71,251,DAL,,,
Ashaad Mabry,Ashaad,Mabry,1992-11-04,Texas-San Antonio,DT,72,76,265,CAR,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vubomn7wp2rqwccb6qrc",
Ashante Williams,Ashante,Williams,,,DB,37,71,205,IND,,,
Asher Allen,Asher,Allen,1988-01-22,,CB,21,69,194,MIN,,,
Ashlee Palmer,Ashlee,Palmer,1986-04-07,,LB,46,73,238,NYG,,,
Ashley Ambrose,Ashley,Ambrose,1970-09-17,,CB,33,71,195,NO,,,
Ashley Cooper,Ashley,Cooper,1978-01-11,,DB,48,72,217,CHI,,,
Ashley Lelie,Ashley,Lelie,1980-02-16,,WR,,75,195,KC,,,
Ashley Sheppard,Ashley,Sheppard,1969-01-21,,LB,,75,240,LA,,,
Ashton Dulin,Ashton,Dulin,1997-05-15,Malone,WR,16,73,215,IND,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/so1vzml0sxv84xoyyr2n",
Ashton Lampkin,Ashton,Lampkin,1994-01-10,Oklahoma State,CB,34,72,190,WAS,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vq8zoqivzuwdfpyxdt6u",
Ashton Youboty,Ashton,Youboty,1984-07-07,,CB,31,72,192,JAX,,,
